Sector,Query,link,Title,Description,Position,Type,PDF Available (Y/N),Country of Origin,Language,Description / Purpose,Form Title,No. of Pages,PDF size,Status,Verified By,Date,Feedback
tax,"""所得申告書"" filetype:pdf",http://kosekikin.or.jp/person_in_charge/pdf/03_03_b.pdf,退職所得の受給に関する申告書 兼 退職 ...,退職所得の受給に関する申告書 兼 退職 ...コーセー企業年金基金http://kosekikin.or.jp › person_in_charge › pdfコーセー企業年金基金退職所得の受給に関する申告書 兼 退職所得申告書. ※受給者欄のみご記入ください. 年. 日. 令和. 年分. 契約番号. 80001. 加入者番号. 殿. 個人番号は、コーセーの方は人事 ...,54,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.asahikasei-kikin.or.jp/jukyu/02/files/document3.pdf,年分 退職所得の受給に関する申告書 兼 ...,年分 退職所得の受給に関する申告書 兼 ...旭化成企業年金基金https://www.asahikasei-kikin.or.jp › document3旭化成企業年金基金PDF年分 退職所得の受給に関する申告書 兼 退職所得申告書. 豊能. 税務署長. 殿. 契約（基金）番号. CD. 市町村長. 受給者. 現住所. 氏名（自署）. 加入者（員）番号. その年の1月1 ...,55,organic_results,,,,,,,,Reject,Arun,11-11-2025,
tax,"""所得申告書"" filetype:pdf",https://www.city.yachiyo.lg.jp/uploaded/attachment/10724.pdf,様式 退職所得の受給に関する申告書（退職所得申告書）,様式 退職所得の受給に関する申告書（退職所得申告書）八千代市https://www.city.yachiyo.lg.jp › attachment八千代市PDF,56,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://okayama-byoin-kikin.jp/files/libs/1016/202505301338422337.pdf,【退職所得の受給に関する申告書兼退職所得申告書 記入例】,【退職所得の受給に関する申告書兼退職所得申告書 記入例】岡山県病院企業年金基金https://okayama-byoin-kikin.jp › files › libs岡山県病院企業年金基金PDF【退職所得の受給に関する申告書兼退職所得申告書 記入例】. 現住所は「脱退一時金請求書」の住所. 欄と同じものをご記入ください。 ※当基金以外から退職金を受け取って ...,57,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.city.osaka-izumi.lg.jp/material/files/group/20/taishokusinkokusho.pdf,退職手当等に係る市民税・府民税特別徴収税額の納入申告書,退職手当等に係る市民税・府民税特別徴収税額の納入申告書和泉市https://www.city.osaka-izumi.lg.jp › files › group和泉市PDF... 所得申告書」の写しを添付してください。 円. 申告書提出先:和泉市 税務室 市民税担当. 大阪府和泉市府中町二丁目7番5号 TEL:0725-99-8108(直通) FAX : 0725-40-2308 ...,58,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://ngtsogo.jp/wp-content/themes/sinsogo/documents/2023/taisyokusyotokusinnkokusyo.pdf,◎ 退職所得の受給に関する申告書・ ...,◎ 退職所得の受給に関する申告書・ ...新潟県市町村総合事務組合https://ngtsogo.jp › taisyokusyotokusinnkokusyo新潟県市町村総合事務組合PDF◎ 退職所得の受給に関する申告書・退職所得申告書. 〒. ③. 自. 年. 至. 43. 有 自. 年. 無 至. 有 自. 年. 無 至. ②. 有 自. 年. 無 至. 有 自. 年. 無 至. A. このA欄には ...,59,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.city.chofu.lg.jp/documents/1162/kaigai.pdf,認可外保育施設保育料助成用所得申告書（令和 年1月分 ...,認可外保育施設保育料助成用所得申告書（令和 年1月分 ...調布市https://www.city.chofu.lg.jp › documents › kaigai調布市PDF認可外保育施設保育料助成用所得申告書（令和 年1月分～12月分）. 収入等. ※1月1日現在，海外所得がある方のみ使用してください。 海外給与は外国通貨のまま記入し ...,60,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.town.motobu.okinawa.jp/doc/2024012600278/file_contents/TaishokuShotokuNiKakaruMachiKenminZeiNounyuuUchiwakeSho.pdf,退職所得に係る市民税･県民税の特別徴収税額納入内訳届出書,退職所得に係る市民税･県民税の特別徴収税額納入内訳届出書本部町役場https://www.town.motobu.okinawa.jp › doc › Ta...本部町役場PDF退職所得申告書. 有・無. 摘要. 勤続. 年. 年 月 日 の提出の有無. 氏. 名. 役. 職. ※1年未満は切り上げ. 生年月日. 円. 円. 至. 年. 月. 日. 円. 円. 円. 年.,62,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.city.itami.lg.jp/material/files/group/10/kyuseishiyobetuhyou.pdf,旧姓使用が認められない場合 文 書 等 の 名 称 備 考 1 ...,旧姓使用が認められない場合 文 書 等 の 名 称 備 考 1 ...伊丹市https://www.city.itami.lg.jp › kyuseishiyobetuhyou伊丹市PDF退職所得の受給に関する申告書・退職所得申告書. 市県民税特別徴収税額通知書. 給与所得の源泉徴収票（給与支払報告書）. 給与台帳. ②共済組合、社会保険事務所、医療機関 ...,63,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.city.echizen.lg.jp/office/010/050/tokutyo_yoshiki_d/fil/kinyureinonyuutiwake.pdf,「退職所得に係る特別徴収税額納入申告内訳書」の ... - 越前市,「退職所得に係る特別徴収税額納入申告内訳書」の ... - 越前市echizen.lg.jphttps://www.city.echizen.lg.jp › office › fil › kin...echizen.lg.jpPDF指定番号. 退職所得申告書. 提出の有無. 有. ・. 無. 有. ・. 無. 法人番号又は. 個人番号. 越前市長 殿. 令和 〇 年 8 月 13 日提出. (. 特. 別. 徴. 収. 義. 務. 者. ).,64,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.town.inagawa.lg.jp/material/files/group/8/r7tebiki.pdf,町民税・県民税申告書 （ ） - 猪名川町,町民税・県民税申告書 （ ） - 猪名川町猪名川町https://www.town.inagawa.lg.jp › files › group猪名川町PDF... 所得。申告書表面⑮欄に公的年金等控除前の金額を記入してください。所得. 金額は「公的年金等に係る雑所得の算出方法」で計算します。 ［注意］ ※遺族年金、障害年金 ...,66,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.city.kurume.fukuoka.jp/1500soshiki/9022siminzei/3020shinsei/files/tokubetutyosyunouhusyo.pdf,第35号様式の2 (表) 福岡県久留米市 個人市民税 個人県民税 ...,第35号様式の2 (表) 福岡県久留米市 個人市民税 個人県民税 ...久留米市 ホームページhttps://www.city.kurume.fukuoka.jp › files › tok...久留米市 ホームページPDF(特別徴収義務者). (受 付 印). 住所又は. 所 在 地. 氏名又は. 名. 称. 印. 法人番号又は. 個人番号. 担当者. 氏 名. 連絡先. 提 出. 書 類. □特別徴収票 □退職所得申告書 ...,67,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.si-gichokai.jp/kyousai/zeikin/pdf/syotoku_jyukyu_sample.pdf,退職所得の受給に関する申告書・退職 ...,退職所得の受給に関する申告書・退職 ...全国市議会議長会https://www.si-gichokai.jp › kyousai › zeikin › pdf全国市議会議長会PDF... 日. 平成20年2月6日〜平成23年5月31日. ○A欄の③. 勤続期間の端数の. 月数は1年に切り上. げて記入してください。 退職所得の受給に関する申告書・退職所得申告書.,69,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",http://www.city.chikusei.lg.jp/data/doc/1284703906_doc_1.pdf,平成 年度介護保険料の算定に係る所得申告書 - 筑西市,平成 年度介護保険料の算定に係る所得申告書 - 筑西市筑西市http://www.city.chikusei.lg.jp › data › doc › 128...筑西市PDF平成 年度介護保険料の算定に係る所得申告書. （平成 年 月〜平成 年 月）. 筑西市長 様. ○収入がなかった場合. 筑西市. 印. 該当する場合. は、○で囲んで. ください。 障 害 ...,75,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.support-sapporo.or.jp/wp-content/uploads/2024/06/other10-2sample.pdf,〈記入例〉特定退職金共済制度「退職所得の受給に関する申告 ...,〈記入例〉特定退職金共済制度「退職所得の受給に関する申告 ...support-sapporo.or.jphttps://www.support-sapporo.or.jp › 2024/06support-sapporo.or.jpPDF年分 退職所得の受給に関する申告書 兼 退職所得申告書. 退. 職. 手. 当. の. 支. 払. 者. 所 在 地. （ 住所 ）. 〒 060-0001. あ. な. た. の. 個人番号. 現 住 所. 〒.,76,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.town.toyosato.shiga.jp/cmsfiles/contents/0000003/3288/R7_syurojokyosin.pdf,就労状況申告書 - 犬上郡 - 豊郷町,就労状況申告書 - 犬上郡 - 豊郷町town.toyosato.shiga.jphttps://www.town.toyosato.shiga.jp › contentstown.toyosato.shiga.jpPDF※ この申告書に添えて、所得申告書(確定申告もしくは住民税申告)の写し・開業届の写し等の就労申告を証明す. る資料が必要となります。 報酬： 円. ※ 自営業主および自 ...,77,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.city.wako.lg.jp/_res/projects/default_project/_page_/001/002/064/kanisinkoku.pdf,年度( 年度)国民健康保険税簡易所得申告書 - 和光市,年度( 年度)国民健康保険税簡易所得申告書 - 和光市和光市公式ホームページhttps://www.city.wako.lg.jp › _res › kanisinkoku和光市公式ホームページPDF年度( 年度)国民健康保険税簡易所得申告書. □ ←前住所地と1月1日現在住所が異なる場合はチェックしてください。 加入日. 年1月1日. 現在住所. 年 月 日. 年1月1日. 現在 ...,78,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.town.mizumaki.lg.jp/s003/kurashi/060/070/040/sinkokusyo.pdf,無収入 給与 そ 他 - 水巻町,無収入 給与 そ 他 - 水巻町水巻町https://www.town.mizumaki.lg.jp › sinkokusyo水巻町PDF度 住民税簡易申告書 国民健康保険税用所得申告書. 和. 分 収入申告. 届出日. 和. 月. 日. 住所. 水巻町. 連絡先. 自宅 携帯 職場. 氏名. 生 月日. 大. 昭. 月. 日. 理人.,79,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.kagawa-u.ac.jp/in_kyuufuku/kyuufuku/homepage/youshiki/1-kyuyo/1-7-taisyokusyotoku.pdf,退職所得の受給に関する申告書 年分,退職所得の受給に関する申告書 年分香川大学https://www.kagawa-u.ac.jp › 1-7-taisyokusyotoku香川大学PDF退職所得申告書. 〒. 現住所. (住所). 高松市幸町1番1号. 名. 称. 国立大学法人香川大学. (氏名). あなたの. 氏名. ※提出を受けた退職手当の支払者が記載してください。,80,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",http://www.kenchiku-nenkin.or.jp/pdf/db_manual_taishoku.pdf,退職所得申告書について（ご参考）,退職所得申告書について（ご参考）大阪府建築企業年金基金http://www.kenchiku-nenkin.or.jp › pdf › db_m...大阪府建築企業年金基金PDF一時金裁定請求時には退職所得申告書の提出が必要です。所得年分が平成28年分以降の一時金給付時には個人番. 号の記載が必要になりました。（個人番号が確認できる書類（ ...,81,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.denshikikin.or.jp/pdf/taisyoku_syotoku_2025.pdf,≪ 退職所得の受給に関する申告書 兼 ...,≪ 退職所得の受給に関する申告書 兼 ...電子情報技術産業企業年金基金https://www.denshikikin.or.jp › pdf › taisyoku_s...電子情報技術産業企業年金基金PDF≪ 退職所得の受給に関する申告書 兼 退職所得申告書 記⼊例 ≫. ① 加⼊者番号を記⼊. ② 課税年（基⾦を資格喪失した⽇の属する年）を記⼊. （1⽉1⽇資格喪失で他の ...,82,organic_results,,,,,,,,Reject,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf","https://www.city.kizugawa.lg.jp/index.cfm/1,2719,c,html/2719/20190425-183010.pdf",特別徴収税額納入申告内訳書 退職所得に係る 市民税 府民税,"特別徴収税額納入申告内訳書 退職所得に係る 市民税 府民税木津川市https://www.city.kizugawa.lg.jp › 1,2719,c,html木津川市PDF（勤続年数に1年未満の端数があるときは、これを1年とします。） 退職手当等の支払を受ける方から提出された「退職所得申告書」に、支払済みの他の退職手当等 ...",86,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.city.tamano.lg.jp/uploaded/attachment/28840.pdf,岡山県市町村総合事務組合,岡山県市町村総合事務組合玉野市https://www.city.tamano.lg.jp › attachment玉野市PDF日. 税務署長 殿 ／. 市町村長 殿. 年分 退職所得の受給に関する申告書 兼 退職所得申告書. 退. 職. 手. 当. の. 支. 払. 者. の. 所. 在. 地. （ 住 所 ）. 〒. あ. な. た.,89,organic_results,,,,,,,,Accept,Ankit Yadav,,
tax,"""所得申告書"" filetype:pdf",https://www.city.oita.oita.jp/o212/documents/taisyokusyotokusinkoku.pdf,退職所得申告書（PDF：183KB）,退職所得申告書（PDF：183KB）大分市https://www.city.oita.oita.jp › documents › taisyo...大分市PDF年分 退職所得の受給に関する申告書 兼 退職所得申告書. 所在地 〒. ( 住所 ). 糍. (RA). 現氏. あなたの. 現住所. 名. 個人番号. 名. 退職手当の支払者の. ※出を受けた ...,90,organic_results,,,,,,,,Accept,Ankit Yadav,,
